Sequence,ATGNumber,position,frame
AAS51871,3.0,58.0,1.0
AAS51871,4.0,109.0,1.0
AAS51871,5.0,148.0,1.0
AAS51871,6.0,286.0,1.0
AAS51871,7.0,310.0,1.0
AAS51871,8.0,349.0,1.0
AAS51871,9.0,376.0,1.0
AAS51871,10.0,593.0,2.0
AAS51871,11.0,673.0,1.0
AAS51871,12.0,744.0,0.0
AAS51871,13.0,777.0,0.0
AAS51871,14.0,831.0,0.0
AAS51871,15.0,854.0,2.0
AAS51871,16.0,976.0,1.0
AAS51871,17.0,1020.0,0.0
AAS51871,18.0,1210.0,1.0
AAS51871,19.0,1216.0,1.0
AAS51871,20.0,1237.0,1.0
AAS51871,21.0,1261.0,1.0
AAS51871,22.0,1288.0,1.0
AAS51871,23.0,1343.0,2.0
AAS51871,24.0,1408.0,1.0
AAS51871,25.0,1426.0,1.0
AAS51871,26.0,1458.0,0.0
AAS51871,27.0,1503.0,0.0
AAS51871,28.0,1604.0,2.0
AAS51871,29.0,1617.0,0.0
AAS51871,30.0,1638.0,0.0
AAS51871,31.0,1653.0,0.0
AAS51871,32.0,1804.0,1.0
AAS51871,33.0,1812.0,0.0
AAS51871,34.0,1954.0,1.0
AAS51871,35.0,1984.0,1.0
AAS51871,36.0,2089.0,1.0
AAS51871,37.0,2107.0,1.0
AAS51871,38.0,2193.0,0.0
AAS51871,39.0,2224.0,1.0
AAS51871,40.0,2285.0,2.0
AAS51871,41.0,2290.0,1.0
AAS51871,42.0,2437.0,1.0
AAS51871,43.0,2536.0,1.0
AAS51871,44.0,2569.0,1.0
AAS51871,45.0,2646.0,0.0
AAS51871,46.0,2701.0,1.0
AAS51871,47.0,2704.0,1.0
AAS51871,48.0,2718.0,0.0
AAS51870,1.0,0.0,0.0
AAS51870,2.0,65.0,2.0
AAS51870,3.0,138.0,0.0
AAS51870,4.0,210.0,0.0
AAS51870,5.0,346.0,1.0
AAS51613,1.0,0.0,0.0
AAS51613,2.0,7.0,1.0
AAS51613,3.0,64.0,1.0
AAS51613,4.0,78.0,0.0
AAS51613,5.0,84.0,0.0
AAS51613,6.0,157.0,1.0
AAS51613,7.0,192.0,0.0
AAS51613,8.0,253.0,1.0
AAS51613,9.0,358.0,1.0
AAS51613,10.0,458.0,2.0
AAS51613,11.0,492.0,0.0
AAS51613,12.0,652.0,1.0
AAS51613,13.0,702.0,0.0
AAS51613,14.0,862.0,1.0
AAS51613,15.0,900.0,0.0
AAS51613,16.0,972.0,0.0
AAS51613,17.0,1002.0,0.0
AAS51613,18.0,1071.0,0.0
AAS51613,19.0,1101.0,0.0
AAS51613,20.0,1150.0,1.0
AAS51613,21.0,1249.0,1.0
AAS51613,22.0,1412.0,2.0
AAS51613,23.0,1420.0,1.0
AAS51613,24.0,1453.0,1.0
AAS51613,25.0,1518.0,0.0
AAS51613,26.0,1534.0,1.0
AAS51613,27.0,1650.0,0.0
AAS51613,28.0,1654.0,1.0
AAS51613,29.0,1771.0,1.0
AAS51613,30.0,1801.0,1.0
AAS51613,31.0,1845.0,0.0
AAS51613,32.0,1861.0,1.0
AAS51613,33.0,1921.0,1.0
AAS51613,34.0,1975.0,1.0
AAS51613,35.0,2023.0,1.0
AAS51613,36.0,2110.0,1.0
AAS51613,37.0,2118.0,0.0
AAS51613,38.0,2131.0,1.0
AAS51613,39.0,2211.0,0.0
AAS51613,40.0,2243.0,2.0
AAS51613,41.0,2254.0,1.0
AAS51613,42.0,2341.0,1.0
AAS51613,43.0,2409.0,0.0
AAS51613,44.0,2527.0,1.0
AAS51613,45.0,2571.0,0.0
AAS51613,46.0,2596.0,1.0
AAS51613,47.0,2680.0,1.0
AAS51613,48.0,2725.0,1.0
AAS51613,49.0,3014.0,2.0
AAS51613,50.0,3117.0,0.0
AAS51613,51.0,3136.0,1.0
AAS51613,52.0,3174.0,0.0
AAS51613,53.0,3184.0,1.0
ADJ41757,1.0,0.0,0.0
ADJ41757,2.0,33.0,0.0
ADJ41757,3.0,59.0,2.0
ADJ41757,4.0,196.0,1.0
ADJ41757,5.0,207.0,0.0
ADJ41757,6.0,230.0,2.0
ADJ41757,7.0,247.0,1.0
ADJ41757,8.0,270.0,0.0
ADJ41757,9.0,357.0,0.0
ADJ41757,10.0,448.0,1.0
ADJ41757,11.0,520.0,1.0
ADJ41757,12.0,544.0,1.0
ADJ41757,13.0,568.0,1.0
ADJ41757,14.0,574.0,1.0
AAS51770,1.0,0.0,0.0
AAS51770,2.0,57.0,0.0
AAS51770,3.0,177.0,0.0
AAS51770,4.0,282.0,0.0
AAS51770,5.0,384.0,0.0
AAS51770,6.0,624.0,0.0
AAS51770,7.0,696.0,0.0
AAS51770,8.0,916.0,1.0
AAS51770,9.0,1077.0,0.0
AAS51770,10.0,1087.0,1.0
AAS51770,11.0,1091.0,2.0
AAS52309,1.0,0.0,0.0
AAS52309,2.0,28.0,1.0
AAS52309,3.0,95.0,2.0
AAS52309,4.0,231.0,0.0
AAS52309,5.0,415.0,1.0
AAS52309,6.0,510.0,0.0
AAS52309,7.0,529.0,1.0
AAS52309,8.0,599.0,2.0
AAS52309,9.0,793.0,1.0
AAS52309,10.0,804.0,0.0
AAS52309,11.0,949.0,1.0
AAS52309,12.0,987.0,0.0
AAS52309,13.0,996.0,0.0
AAS52309,14.0,1014.0,0.0
AAS52309,15.0,1048.0,1.0
AAS52309,16.0,1158.0,0.0
AAS51839,1.0,0.0,0.0
AAS51839,2.0,64.0,1.0
AAS51839,3.0,88.0,1.0
AAS51839,4.0,432.0,0.0
AAS51839,5.0,531.0,0.0
AAS51839,6.0,795.0,0.0
AAS51839,7.0,861.0,0.0
AAS51761,1.0,0.0,0.0
AAS51761,2.0,13.0,1.0
AAS51761,3.0,86.0,2.0
AAS51761,4.0,108.0,0.0
AAS51761,5.0,132.0,0.0
AAS51761,6.0,213.0,0.0
AAS51761,7.0,237.0,0.0
AAS51761,8.0,255.0,0.0
AAS51761,9.0,280.0,1.0
AAS51761,10.0,410.0,2.0
AAS51761,11.0,563.0,2.0
AAS51761,12.0,615.0,0.0
AAS51761,13.0,769.0,1.0
AAS51761,14.0,774.0,0.0
AAS51761,15.0,810.0,0.0
AAS51761,16.0,868.0,1.0
AAS51761,17.0,891.0,0.0
AAS51761,18.0,910.0,1.0
AAS51761,19.0,985.0,1.0
AAS51761,20.0,997.0,1.0
AAS51761,21.0,1002.0,0.0
AAS51761,22.0,1096.0,1.0
AAS51761,23.0,1117.0,1.0
AAS51761,24.0,1185.0,0.0
AAS51761,25.0,1250.0,2.0
AAS51761,26.0,1283.0,2.0
AAS51761,27.0,1458.0,0.0
AAS51761,28.0,1482.0,0.0
AAS51761,29.0,1536.0,0.0
AAS51761,30.0,1577.0,2.0
AAS51682,1.0,0.0,0.0
AAS51682,2.0,74.0,2.0
AAS51682,3.0,211.0,1.0
AAS51682,4.0,306.0,0.0
AAS51682,5.0,357.0,0.0
AAS51682,6.0,399.0,0.0
AAS51682,7.0,423.0,0.0
AAS51682,8.0,433.0,1.0
AAS51682,9.0,592.0,1.0
AAS51682,10.0,619.0,1.0
AAS51682,11.0,646.0,1.0
AAS51682,12.0,699.0,0.0
AAS51682,13.0,742.0,1.0
AAS51682,14.0,796.0,1.0
AAS51682,15.0,843.0,0.0
AAS51682,16.0,870.0,0.0
AAS51682,17.0,883.0,1.0
AAS51682,18.0,896.0,2.0
AAS51682,19.0,942.0,0.0
AAS51682,20.0,946.0,1.0
AAS51682,21.0,968.0,2.0
AAS51682,22.0,985.0,1.0
AAS51682,23.0,993.0,0.0
AAS51682,24.0,1029.0,0.0
AAS51682,25.0,1035.0,0.0
AAS51682,26.0,1100.0,2.0
AAS51682,27.0,1387.0,1.0
AAS51682,28.0,1456.0,1.0
AAS51682,29.0,1507.0,1.0
AAS51682,30.0,1524.0,0.0
AAS51682,31.0,1572.0,0.0
AAS51682,32.0,1654.0,1.0
AAS51682,33.0,1669.0,1.0
AAS51682,34.0,1708.0,1.0
AAS51682,35.0,1711.0,1.0
AAS51682,36.0,1714.0,1.0
AAS51682,37.0,1729.0,1.0
AAS51682,38.0,1888.0,1.0
AAS51682,39.0,1984.0,1.0
AAS51682,40.0,2031.0,0.0
AAS51682,41.0,2044.0,1.0
AAS51682,42.0,2050.0,1.0
AAS52329,1.0,0.0,0.0
AAS52329,2.0,37.0,1.0
AAS52329,3.0,100.0,1.0
AAS52329,4.0,152.0,2.0
AAS52329,5.0,181.0,1.0
AAS52329,6.0,189.0,0.0
AAS52329,7.0,196.0,1.0
AAS52329,8.0,222.0,0.0
AAS52329,9.0,280.0,1.0
AAS52329,10.0,326.0,2.0
AAS51537,1.0,0.0,0.0
AAS51537,2.0,22.0,1.0
AAS51537,3.0,98.0,2.0
AAS51537,4.0,196.0,1.0
AAS51537,5.0,268.0,1.0
AAS51537,6.0,310.0,1.0
AAS51537,7.0,399.0,0.0
AAS51537,8.0,403.0,1.0
AAS51537,9.0,418.0,1.0
AAS51537,10.0,469.0,1.0
AAS51537,11.0,537.0,0.0
AAS51537,12.0,549.0,0.0
AAS51537,13.0,589.0,1.0
AAS51537,14.0,646.0,1.0
AAS51537,15.0,691.0,1.0
AAS51537,16.0,838.0,1.0
AAS51537,17.0,877.0,1.0
AAS51537,18.0,979.0,1.0
AAS51537,19.0,991.0,1.0
AAS51537,20.0,1022.0,2.0
AAS51537,21.0,1136.0,2.0
AAS51537,22.0,1156.0,1.0
AAS51537,23.0,1159.0,1.0
AAS51771,1.0,0.0,0.0
AAS51771,2.0,199.0,1.0
AAS51771,3.0,444.0,0.0
AAS51771,4.0,454.0,1.0
AAS51771,5.0,564.0,0.0
AAS51771,6.0,616.0,1.0
AAS51771,7.0,720.0,0.0
AAS51771,8.0,891.0,0.0
AAS51771,9.0,948.0,0.0
AAS51771,10.0,954.0,0.0
AAS51771,11.0,996.0,0.0
AAS51771,12.0,1059.0,0.0
AAS51771,13.0,1107.0,0.0
AAS51771,14.0,1125.0,0.0
AAS51771,15.0,1197.0,0.0
AAS51771,16.0,1266.0,0.0
AAS51771,17.0,1278.0,0.0
AAS51771,18.0,1281.0,0.0
AAS51771,19.0,1398.0,0.0
AAS51771,20.0,1402.0,1.0
AAS51771,21.0,1564.0,1.0
AAS51771,22.0,1672.0,1.0
AAS51771,23.0,1791.0,0.0
AAS51771,24.0,1855.0,1.0
AAS51771,25.0,2017.0,1.0
AAS51771,26.0,2098.0,1.0
AAS51771,27.0,2245.0,1.0
AAS51771,28.0,2272.0,1.0
AAS51771,29.0,2341.0,1.0
AAS51771,30.0,2356.0,1.0
AAS51771,31.0,2364.0,0.0
AAS51771,32.0,2374.0,1.0
AAS51771,33.0,2449.0,1.0
AAS51771,34.0,2452.0,1.0
AAS51771,35.0,2494.0,1.0
AAS51771,36.0,2557.0,1.0
AAS51771,37.0,2563.0,1.0
AAS51771,38.0,2572.0,1.0
AAS51771,39.0,2740.0,1.0
AAS51771,40.0,2800.0,1.0
AAS51771,41.0,2959.0,1.0
AAS51771,42.0,3009.0,0.0
AAS51771,43.0,3051.0,0.0
AAS51771,44.0,3060.0,0.0
AAS51771,45.0,3175.0,1.0
AAS51771,46.0,3271.0,1.0
AAS51771,47.0,3292.0,1.0
AAS51771,48.0,3397.0,1.0
AAS51771,49.0,3624.0,0.0
AAS52106,1.0,0.0,0.0
AAS52106,2.0,16.0,1.0
AAS52106,3.0,40.0,1.0
AAS52106,4.0,109.0,1.0
AAS52106,5.0,114.0,0.0
AAS52106,6.0,197.0,2.0
AAS52106,7.0,237.0,0.0
AAS52106,8.0,267.0,0.0
AAS52106,9.0,408.0,0.0
AAS52106,10.0,432.0,0.0
AAS52106,11.0,466.0,1.0
AAS52302,1.0,0.0,0.0
AAS52302,2.0,153.0,0.0
AAS52302,3.0,189.0,0.0
AAS52302,4.0,327.0,0.0
AAS52302,5.0,339.0,0.0
AAS52302,6.0,405.0,0.0
AAS52302,7.0,513.0,0.0
AAS52302,8.0,685.0,1.0
AAS52302,9.0,712.0,1.0
AAS52302,10.0,715.0,1.0
AAS52302,11.0,745.0,1.0
AAS52302,12.0,775.0,1.0
AAS51739,1.0,0.0,0.0
AAS51739,2.0,4.0,1.0
AAS51739,3.0,10.0,1.0
AAS51739,4.0,19.0,1.0
AAS51739,5.0,150.0,0.0
AAS51739,6.0,178.0,1.0
AAS51739,7.0,183.0,0.0
AAS51739,8.0,199.0,1.0
AAS51739,9.0,277.0,1.0
AAS51739,10.0,302.0,2.0
AAS51739,11.0,319.0,1.0
AAS51903,1.0,0.0,0.0
AAS51903,2.0,52.0,1.0
AAS51903,3.0,64.0,1.0
AAS51903,4.0,271.0,1.0
AAS51903,5.0,313.0,1.0
AAS51903,6.0,328.0,1.0
AAS51903,7.0,442.0,1.0
AAS51903,8.0,657.0,0.0
AAS52244,1.0,0.0,0.0
AAS52244,2.0,88.0,1.0
AAS52244,3.0,158.0,2.0
AAS52244,4.0,208.0,1.0
AAS52244,5.0,225.0,0.0
AAS52244,6.0,262.0,1.0
AAS52244,7.0,352.0,1.0
AAS52244,8.0,424.0,1.0
AAS52244,9.0,439.0,1.0
AAS52244,10.0,444.0,0.0
AAS52244,11.0,477.0,0.0
AAS52244,12.0,502.0,1.0
AAS52244,13.0,519.0,0.0
AAS52244,14.0,540.0,0.0
AAS52244,15.0,550.0,1.0
AAS52244,16.0,558.0,0.0
AAS52244,17.0,613.0,1.0
AAS52244,18.0,651.0,0.0
AAS52244,19.0,700.0,1.0
AAS52244,20.0,729.0,0.0
AAS52244,21.0,958.0,1.0
AAS52244,22.0,970.0,1.0
AAS52244,23.0,1061.0,2.0
AAS52244,24.0,1086.0,0.0
AAS52244,25.0,1096.0,1.0
AAS52244,26.0,1104.0,0.0
AAS52244,27.0,1131.0,0.0
AAS52244,28.0,1220.0,2.0
AAS52244,29.0,1238.0,2.0
AAS52271,1.0,0.0,0.0
AAS52271,2.0,49.0,1.0
AAS52271,3.0,103.0,1.0
AAS52271,4.0,106.0,1.0
AAS52271,5.0,237.0,0.0
AAS52271,6.0,256.0,1.0
AAS52271,7.0,294.0,0.0
AAS52271,8.0,354.0,0.0
AAS52271,9.0,589.0,1.0
AAS52271,10.0,625.0,1.0
AAS52271,11.0,676.0,1.0
AAS52271,12.0,682.0,1.0
AAS52271,13.0,706.0,1.0
AAS52271,14.0,712.0,1.0
AAS52271,15.0,773.0,2.0
AAS52271,16.0,880.0,1.0
AAS52271,17.0,916.0,1.0
AAS52271,18.0,934.0,1.0
AAS52271,19.0,943.0,1.0
AAS52271,20.0,1036.0,1.0
AAS52271,21.0,1060.0,1.0
AAS52271,22.0,1168.0,1.0
AAS52271,23.0,1210.0,1.0
AAS52271,24.0,1234.0,1.0
AAS52271,25.0,1345.0,1.0
AAS51566,1.0,0.0,0.0
AAS51566,2.0,55.0,1.0
AAS51566,3.0,103.0,1.0
AAS51566,4.0,169.0,1.0
AAS51566,5.0,172.0,1.0
AAS51566,6.0,178.0,1.0
AAS51566,7.0,199.0,1.0
AAS51566,8.0,217.0,1.0
AAS51566,9.0,235.0,1.0
AAS51566,10.0,244.0,1.0
AAS51566,11.0,247.0,1.0
AAS51566,12.0,252.0,0.0
AAS51566,13.0,346.0,1.0
AAS51566,14.0,384.0,0.0
AAS51566,15.0,418.0,1.0
AAS51566,16.0,442.0,1.0
AAS51566,17.0,460.0,1.0
AAS51566,18.0,502.0,1.0
AAS51566,19.0,544.0,1.0
AAS51566,20.0,622.0,1.0
AAS51566,21.0,640.0,1.0
AAS51566,22.0,646.0,1.0
AAS51566,23.0,700.0,1.0
AAS51566,24.0,766.0,1.0
AAS51566,25.0,780.0,0.0
AAS51566,26.0,799.0,1.0
AAS51566,27.0,817.0,1.0
AAS51566,28.0,837.0,0.0
AAS51566,29.0,897.0,0.0
AAS51566,30.0,1071.0,0.0
AAS51566,31.0,1101.0,0.0
AAS51566,32.0,1113.0,0.0
AAS51566,33.0,1191.0,0.0
AAS51566,34.0,1266.0,0.0
AAS51566,35.0,1295.0,2.0
AAS51566,36.0,1308.0,0.0
AAS51566,37.0,1318.0,1.0
AAS51566,38.0,1348.0,1.0
AAS51566,39.0,1362.0,0.0
AAS51566,40.0,1398.0,0.0
AAS51566,41.0,1456.0,1.0
AAS51566,42.0,1518.0,0.0
AAS51566,43.0,1527.0,0.0
AAS51566,44.0,1597.0,1.0
AAS51566,45.0,1624.0,1.0
AAS51566,46.0,1711.0,1.0
AAS51566,47.0,1750.0,1.0
AAS51566,48.0,1753.0,1.0
AAS51566,49.0,1898.0,2.0
AAS51566,50.0,1906.0,1.0
AAS51566,51.0,1915.0,1.0
AAS51566,52.0,1960.0,1.0
AAS51566,53.0,2056.0,1.0
AAS51566,54.0,2134.0,1.0
AAS51566,55.0,2158.0,1.0
AAS51566,56.0,2167.0,1.0
AAS51566,57.0,2185.0,1.0
AAS51566,58.0,2188.0,1.0
AAS51566,59.0,2239.0,1.0
AAS51566,60.0,2392.0,1.0
AAS51566,61.0,2467.0,1.0
AAS51566,62.0,2484.0,0.0
AAS51566,63.0,2501.0,2.0
AAS51686,1.0,0.0,0.0
AAS51686,2.0,238.0,1.0
AAS51686,3.0,269.0,2.0
AAS51686,4.0,408.0,0.0
AAS51686,5.0,426.0,0.0
AAS51686,6.0,447.0,0.0
AAS51686,7.0,717.0,0.0
AAS51686,8.0,1005.0,0.0
AAS51686,9.0,1014.0,0.0
AAS51686,10.0,1071.0,0.0
AAS51686,11.0,1167.0,0.0
AAS51686,12.0,1350.0,0.0
AAS51686,13.0,1440.0,0.0
AAS51686,14.0,1524.0,0.0
AAS51686,15.0,1666.0,1.0
AAS51686,16.0,1710.0,0.0
AAS51686,17.0,1798.0,1.0
AAS51686,18.0,1854.0,0.0
AAS51686,19.0,1857.0,0.0
AAS51686,20.0,1945.0,1.0
AAS51686,21.0,1951.0,1.0
AAS51686,22.0,2052.0,0.0
AAS51686,23.0,2062.0,1.0
AAS51825,1.0,0.0,0.0
AAS51825,2.0,19.0,1.0
AAS51825,3.0,42.0,0.0
AAS51825,4.0,51.0,0.0
AAS51825,5.0,67.0,1.0
AAS51825,6.0,109.0,1.0
AAS51825,7.0,225.0,0.0
AAS51825,8.0,307.0,1.0
AAS51825,9.0,543.0,0.0
AAS51825,10.0,639.0,0.0
AAS51825,11.0,642.0,0.0
AAS51825,12.0,654.0,0.0
AAS51825,13.0,684.0,0.0
AAS51825,14.0,693.0,0.0
AAS51825,15.0,762.0,0.0
AAS51825,16.0,1065.0,0.0
AAS51825,17.0,1074.0,0.0
AAS51825,18.0,1086.0,0.0
AAS51825,19.0,1143.0,0.0
AAS51825,20.0,1165.0,1.0
AAS51825,21.0,1185.0,0.0
AAS51825,22.0,1257.0,0.0
AAS51825,23.0,1368.0,0.0
AAS52167,1.0,0.0,0.0
AAS52167,2.0,34.0,1.0
AAS52167,3.0,129.0,0.0
AAS52167,4.0,174.0,0.0
AAS52167,5.0,249.0,0.0
AAS52167,6.0,421.0,1.0
AAS52167,7.0,669.0,0.0
AAS52278,1.0,0.0,0.0
AAS52278,2.0,40.0,1.0
AAS52278,3.0,54.0,0.0
AAS52278,4.0,225.0,0.0
AAS52278,5.0,246.0,0.0
AAS52278,6.0,496.0,1.0
AAS51889,1.0,0.0,0.0
AAS51889,2.0,45.0,0.0
AAS51889,3.0,181.0,1.0
AAS51889,4.0,300.0,0.0
AAS51889,5.0,318.0,0.0
AAS51889,6.0,474.0,0.0
AAS51889,7.0,636.0,0.0
AAS51889,8.0,699.0,0.0
AAS51889,9.0,825.0,0.0
AAS51889,10.0,843.0,0.0
AAS51889,11.0,894.0,0.0
AAS51889,12.0,1159.0,1.0
AAS51889,13.0,1167.0,0.0
AAS51889,14.0,1331.0,2.0
AAS51889,15.0,1340.0,2.0
AAS51889,16.0,1432.0,1.0
AAS51889,17.0,1518.0,0.0
AAS51889,18.0,1709.0,2.0
AAS51889,19.0,1714.0,1.0
AAS51889,20.0,1734.0,0.0
AAS51889,21.0,1785.0,0.0
AAS51889,22.0,1796.0,2.0
AAS51889,23.0,1842.0,0.0
AAS51889,24.0,2119.0,1.0
AAS52052,1.0,0.0,0.0
AAS52052,2.0,41.0,2.0
AAS52052,3.0,67.0,1.0
AAS52052,4.0,90.0,0.0
AAS52052,5.0,142.0,1.0
AAS52052,6.0,249.0,0.0
AAS52052,7.0,273.0,0.0
AAS52052,8.0,288.0,0.0
AAS52052,9.0,324.0,0.0
AAS52052,10.0,400.0,1.0
AAS52052,11.0,405.0,0.0
AAS52052,12.0,427.0,1.0
AAS52052,13.0,468.0,0.0
AAS52052,14.0,602.0,2.0
AAS52052,15.0,693.0,0.0
AAS52052,16.0,744.0,0.0
AAS52052,17.0,796.0,1.0
AAS52052,18.0,822.0,0.0
AAS52052,19.0,831.0,0.0
AAS52052,20.0,843.0,0.0
AAS52052,21.0,855.0,0.0
AAS52052,22.0,862.0,1.0
AAS52052,23.0,891.0,0.0
AAS52052,24.0,996.0,0.0
AAS52052,25.0,1038.0,0.0
AAS52052,26.0,1050.0,0.0
AAS52052,27.0,1116.0,0.0
AAS52052,28.0,1371.0,0.0
AAS52052,29.0,1476.0,0.0
AAS52052,30.0,1698.0,0.0
AAS52052,31.0,1758.0,0.0
AAS52052,32.0,1764.0,0.0
AAS51687,1.0,0.0,0.0
AAS51687,2.0,118.0,1.0
AAS51687,3.0,202.0,1.0
AAS51687,4.0,229.0,1.0
AAS51687,5.0,562.0,1.0
AAS51687,6.0,724.0,1.0
AAS51687,7.0,779.0,2.0
AAS51687,8.0,807.0,0.0
AAS51687,9.0,883.0,1.0
AAS51687,10.0,888.0,0.0
AAS51687,11.0,1035.0,0.0
AAS51687,12.0,1096.0,1.0
AAS51687,13.0,1123.0,1.0
AAS51687,14.0,1353.0,0.0
AAS51687,15.0,1390.0,1.0
AAS51687,16.0,1393.0,1.0
AAS51687,17.0,1415.0,2.0
AAS51687,18.0,1683.0,0.0
AAS51687,19.0,1690.0,1.0
AAS51687,20.0,1734.0,0.0
AAS51687,21.0,1741.0,1.0
AAS51687,22.0,1832.0,2.0
AAS51587,1.0,0.0,0.0
AAS51587,2.0,112.0,1.0
AAS51587,3.0,123.0,0.0
AAS51587,4.0,220.0,1.0
AAS51587,5.0,370.0,1.0
AAS51587,6.0,542.0,2.0
AAS51587,7.0,585.0,0.0
AAS51587,8.0,589.0,1.0
AAS51587,9.0,632.0,2.0
AAS51587,10.0,705.0,0.0
AAS51587,11.0,781.0,1.0
AAS51587,12.0,852.0,0.0
AAS51587,13.0,874.0,1.0
AAS51587,14.0,949.0,1.0
AAS51668,1.0,0.0,0.0
AAS51668,2.0,160.0,1.0
AAS51668,3.0,270.0,0.0
AAS51668,4.0,507.0,0.0
AAS51668,5.0,555.0,0.0
AAS51668,6.0,669.0,0.0
AAS51589,1.0,0.0,0.0
AAS51589,2.0,360.0,0.0
AAS51589,3.0,495.0,0.0
AAS51589,4.0,1003.0,1.0
AAS51589,5.0,1050.0,0.0
AAS51589,6.0,1059.0,0.0
AAS51589,7.0,1092.0,0.0
AAS51589,8.0,1200.0,0.0
AAS52192,1.0,0.0,0.0
AAS52192,2.0,166.0,1.0
AAS52192,3.0,387.0,0.0
AAS52192,4.0,390.0,0.0
AAS52192,5.0,418.0,1.0
AAS52192,6.0,549.0,0.0
AAS52192,7.0,556.0,1.0
AAS52192,8.0,750.0,0.0
AAS52192,9.0,765.0,0.0
AAS52192,10.0,847.0,1.0
AAS52192,11.0,898.0,1.0
AAS52192,12.0,1048.0,1.0
AAS52192,13.0,1054.0,1.0
AAS52192,14.0,1084.0,1.0
AAS52192,15.0,1116.0,0.0
AAS52192,16.0,1132.0,1.0
AAS52192,17.0,1156.0,1.0
AAS52192,18.0,1162.0,1.0
AAS52192,19.0,1203.0,0.0
AAS52192,20.0,1213.0,1.0
AAS52192,21.0,1216.0,1.0
AAS51790,1.0,0.0,0.0
AAS51790,2.0,147.0,0.0
AAS51790,3.0,198.0,0.0
AAS51790,4.0,294.0,0.0
AAS51790,5.0,354.0,0.0
AAS51790,6.0,403.0,1.0
AAS51790,7.0,558.0,0.0
AAS51790,8.0,600.0,0.0
AAS51790,9.0,641.0,2.0
AAS52144,1.0,0.0,0.0
AAS52144,2.0,46.0,1.0
AAS52144,3.0,74.0,2.0
AAS52144,4.0,94.0,1.0
AAS52144,5.0,129.0,0.0
AAS52144,6.0,169.0,1.0
AAS52144,7.0,460.0,1.0
AAS52144,8.0,520.0,1.0
AAS52144,9.0,646.0,1.0
AAS52144,10.0,649.0,1.0
AAS52144,11.0,676.0,1.0
AAS52144,12.0,688.0,1.0
AAS52144,13.0,702.0,0.0
AAS52144,14.0,708.0,0.0
AAS52144,15.0,867.0,0.0
AAS52144,16.0,871.0,1.0
AAS52144,17.0,882.0,0.0
AAS52144,18.0,925.0,1.0
AAS52144,19.0,954.0,0.0
AAS52144,20.0,1027.0,1.0
AAS52144,21.0,1048.0,1.0
AAS52144,22.0,1141.0,1.0
AAS52144,23.0,1252.0,1.0
AAS52144,24.0,1311.0,0.0
AAS52144,25.0,1341.0,0.0
AAS52144,26.0,1372.0,1.0
AAS52144,27.0,1422.0,0.0
AAS52144,28.0,1491.0,0.0
AAS52144,29.0,1495.0,1.0
AAS52144,30.0,1504.0,1.0
AAS52144,31.0,1525.0,1.0
AAS52144,32.0,1599.0,0.0
AAS52144,33.0,1603.0,1.0
AAS52144,34.0,1633.0,1.0
AAS52144,35.0,1708.0,1.0
AAS52144,36.0,1782.0,0.0
AAS52144,37.0,1816.0,1.0
AAS52144,38.0,1842.0,0.0
AAS52144,39.0,1869.0,0.0
AAS52144,40.0,1888.0,1.0
AAS52144,41.0,1957.0,1.0
AAS52144,42.0,2017.0,1.0
AAS52144,43.0,2119.0,1.0
AAS52144,44.0,2205.0,0.0
AAS52144,45.0,2307.0,0.0
AAS52144,46.0,2334.0,0.0
AAS52144,47.0,2343.0,0.0
AAS52144,48.0,2354.0,2.0
AAS52144,49.0,2397.0,0.0
AAS52144,50.0,2409.0,0.0
AAS52144,51.0,2467.0,1.0
AAS52144,52.0,2471.0,2.0
AAS52144,53.0,2484.0,0.0
AAS52144,54.0,2502.0,0.0
AAS52144,55.0,2624.0,2.0
AAS52144,56.0,2727.0,0.0
AAS52144,57.0,2740.0,1.0
AAS52144,58.0,2792.0,2.0
AAS52144,59.0,2803.0,1.0
AAS52144,60.0,2862.0,0.0
AAS52144,61.0,2901.0,0.0
AAS52144,62.0,2920.0,1.0
AAS52144,63.0,2932.0,1.0
AAS52144,64.0,2997.0,0.0
AAS52144,65.0,3052.0,1.0
AAS52144,66.0,3082.0,1.0
AAS51535,1.0,0.0,0.0
AAS51535,2.0,131.0,2.0
AAS51535,3.0,144.0,0.0
AAS51535,4.0,205.0,1.0
AAS51535,5.0,267.0,0.0
AAS51535,6.0,294.0,0.0
AAS51535,7.0,303.0,0.0
AAS51535,8.0,394.0,1.0
AAS51535,9.0,405.0,0.0
AAS51535,10.0,475.0,1.0
AAS51535,11.0,546.0,0.0
AAS52257,1.0,0.0,0.0
AAS52257,2.0,64.0,1.0
AAS52257,3.0,198.0,0.0
AAS52257,4.0,213.0,0.0
AAS52257,5.0,289.0,1.0
AAS52257,6.0,301.0,1.0
AAS52257,7.0,309.0,0.0
AAS52257,8.0,405.0,0.0
AAS52257,9.0,438.0,0.0
AAS52257,10.0,469.0,1.0
AAS52257,11.0,498.0,0.0
AAS52257,12.0,591.0,0.0
AAS52257,13.0,671.0,2.0
AAS52257,14.0,707.0,2.0
AAS52257,15.0,809.0,2.0
AAS52257,16.0,818.0,2.0
AAS52257,17.0,862.0,1.0
AAS52257,18.0,883.0,1.0
AAS52257,19.0,897.0,0.0
AAS52257,20.0,919.0,1.0
AAS52257,21.0,1038.0,0.0
